Shelter Name,Service Provider,Address,Clean Address,Postal Code,Latitude,Longitude,Google Maps Link,Google Directions Link,Website,ResultCard Description,ResultCard Description Full,Phone 1,Phone 2,Email
Shelter Services,Cariboo Friendship Society,"99 3rd Avenue South, Williams Lake, BC V2G 1J1","99 3rd Avenue South, Williams Lake, BC",V2G 1J1,52.1283683,-122.142372,"https://www.google.com/maps/search/?api=1&query=99+3rd+Avenue+South,+Williams+Lake,+BC+V2G+1J1","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=99+3rd+Avenue+South,+Williams+Lake,+BC+V2G+1J1",https://cariboofriendshipsociety.ca/social-services,24-hour shelter provides 30 beds to transients and to those in crisis situations who are temporarily without housing; includes a family unit that takes women with children.,"24-hour shelter provides 30 beds to transients and to those in crisis situations who are temporarily without housing; includes a family unit that takes women with children. Also accepts people who are in supportive recovery, pre- and post-detox, pre-and post-treatment, and those with concurrent disorders; client must be able to care for themselves, and substance use is not permitted onsite. Provides meals, referrals, transportation, housing search, access to telephone, and resume preparation. Maximum length of stay is generally 30 days. Limited storage is available. Wheelchair accessible. Can not accommodate pets, but will assist in finding alternative arrangements. Funded by Aboriginal Housing Management Association.",250-398-6831 or 250-398-6821,N/A,admin@cfswl.ca
Shelter and Street Help Line,United Way BC Helpline Services,No  address available,No  address available,N/A,,,https://www.google.com/maps/search/?api=1&query=No++address+available,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=No++address+available,https://https://bc.211.ca,"Provides free, confidential, multilingual information and referral to people who are affected by homelessness in the Metro Vancouver, Fraser Valley, and Greater Victoria areas.","Provides free, confidential, multilingual information and referral to people who are affected by homelessness in the Metro Vancouver, Fraser Valley, and Greater Victoria areas. Covers a wide variety of services including shelters, food, and other services to address the wide range of circumstances that can result in homelessness. Also publishes the Shelter List twice a day, seven days a week, with details about available shelter beds and mats for women, men, youth and families; the list is updated twice a day at around 11:30 am and 7:30 pm, and can be accessed on the website (https://bc.211.ca/shelter-lists). Telephone assistance, text messaging, and web chat (bc.211.ca/chat) are available 24 hours, seven days a week.",2-1-1,2-1-1,211-help@uwbc.ca
Shelter at the Travelodge,Community Connections Society of Southeast BC,"1417 Cranbrook Street North, Cranbrook, BC V1C 3S7","1417 Cranbrook Street North, Cranbrook, BC",V1C 3S7,49.5257492,-115.7528615,"https://www.google.com/maps/search/?api=1&query=1417+Cranbrook+Street+North,+Cranbrook,+BC+V1C+3S7","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=1417+Cranbrook+Street+North,+Cranbrook,+BC+V1C+3S7",N/A,"A 24-hour, low-barrier, year-round shelter provides shelter for homeless individuals of any gender age 19 and over; 53 single-occupancy rooms.","A 24-hour, low-barrier, year-round shelter provides shelter for homeless individuals of any gender age 19 and over; 53 single-occupancy rooms. There are also 17 overnight rooms; individuals should arrive onsite at 4 pm each day to see if a room is available. They then have access to the room until 10 am the following morning. All residents must remain in their rooms or on the property from 11 pm to 5 am. Provides breakfast and dinner, laundry and shower facilities, and assistance with finding housing. No carts and no pets allowed. One bag of personal belongings is accepted; small storage lockers may be available at the Salvation Army. Not wheelchair accessible, although some rooms are on the ground floor. Funded by BC Housing.",778-687-1707,N/A,shelterstaff@ccssebc.com
SisterShelter,Atira Women's Resource Society,"131 Dunlevy, Vancouver, BC","131 Dunlevy, Vancouver, BC",N/A,49.2807632,-123.0954196,"https://www.google.com/maps/search/?api=1&query=131+Dunlevy,+Vancouver,+BC","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=131+Dunlevy,+Vancouver,+BC",N/A,Low-barrier shelter provides eight bunk beds for up to 16 beds for women and those who self-identify as female.,"Low-barrier shelter provides eight bunk beds for up to 16 beds for women and those who self-identify as female. Open 6 pm to 9 am, seven days a week. Offers hot meals and snacks. Pets are accepted, but with restrictions. No storage. Partially wheelchair accessible; acceptable for clients with walkers or canes.",604-602-9463,N/A,sistersshelter@atira.bc.ca
Springhouse Emergency Shelter,The Bloom Group,"333 East 16th Avenue, Vancouver, BC V5T2T7","333 East 16th Avenue, Vancouver, BC",V5T2T7,49.2567869,-123.09759439149542,"https://www.google.com/maps/search/?api=1&query=333+East+16th+Avenue,+Vancouver,+BC+V5T2T7","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=333+East+16th+Avenue,+Vancouver,+BC+V5T2T7",https://www.thebloomgroup.org/our-work/women-children,"Provides year-round, 24-hour emergency housing for single self-identified adult women and women-led families; accepts male children 18 and under, and houses families in their own room.","Provides year-round, 24-hour emergency housing for single self-identified adult women and women-led families; accepts male children 18 and under, and houses families in their own room. Women are supported in retaining their autonomy, regaining their independence, and building skills to move forward in life. Services include meals, laundry, one-on-one support and advocacy, permanent housing search assistance, access to child and youth workers, and a family support specialist. Beds are available on a first-come, first-served basis. Pets may be considered on a case-by-case basis. Wheelchair accessible.",604-606-0420,604-606-0415,springhouse@thebloomgroup.org
Squamish Helping Hands Emergency Shelter,Squamish Helping Hands Society,"37871 Third Avenue, Squamish, BC V8B 0A7","37871 Third Avenue, Squamish, BC",V8B 0A7,49.7024143,-123.1533495,"https://www.google.com/maps/search/?api=1&query=37871+Third+Avenue,+Squamish,+BC+V8B+0A7","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=37871+Third+Avenue,+Squamish,+BC+V8B+0A7",https://www.squamishhelpinghands.ca/programs-services/shelter-solutions,16-bed emergency shelter for adults of all genders ages 19 and over who are homeless or at risk of homelessness.,"16-bed emergency shelter for adults of all genders ages 19 and over who are homeless or at risk of homelessness. Open 24 hours a day, seven days a week; intake is 24/7 as long as shelter is not full. One locker per person is available during shelter stay. Maximum stay is 30 days. Low-barrier shelter; drug or alcohol use within shelter or drop-in is not tolerated. Wheelchair accessible. Pets are not permitted in the shelter; outdoor cages are available. Extra space is being provided during an Extreme Weather Response (EWR) alert.",604-390-3000,N/A,info@shhs.ca
St John the Divine Shelter,SOLID Outreach Society,"St. John the Divine Anglican Church, 1611 Quadra,Victoria, BC V8W 2L5","1611 Quadra,Victoria, BC",V8W 2L5,48.433643599999996,-123.35857277601889,"https://www.google.com/maps/search/?api=1&query=St.+John+the+Divine+Anglican+Church,+1611+Quadra,Victoria,+BC+V8W+2L5","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=St.+John+the+Divine+Anglican+Church,+1611+Quadra,Victoria,+BC+V8W+2L5",https://solidvictoria.org,Provides year-round overnight emergency shelter for 30 adults of all genders.,"Provides year-round overnight emergency shelter for 30 adults of all genders. Serves meals and snacks. Wraparound service includes peer support, system navigation assistance, and referrals to community resources. Not wheelchair accessible, nor able to accept pets. Hours are 9 pm to 8 am daily; gates open at 8 pm.",778-751-8296,N/A,jamessarasin9972@gmail.com
St Peter's Winter Shelter,Nanaimo Family Life Association,"301 Machleary Street, Nanaimo, BC V9R 2G8","301 Machleary Street, Nanaimo, BC",V9R 2G8,49.16329485,-123.94914127549053,"https://www.google.com/maps/search/?api=1&query=301+Machleary+Street,+Nanaimo,+BC+V9R+2G8","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=301+Machleary+Street,+Nanaimo,+BC+V9R+2G8",https://www.nflabc.org/the-st-peters-winter-shelter,Temporary low-barrier emergency shelter offering 25 beds for adults.,Temporary low-barrier emergency shelter offering 25 beds for adults. Hours are 8 pm to 7:30 am daily. Operates from November 1 until March 31. Guests are asked to enter through the back laneway. Evening meals and breakfasts served. Does not accept pets. Wheelchair accessible. Offered in partnership with Connective Support Society - Nanaimo. Funded by BC Housing.,778-269-3212,N/A,wintershelter@nflabc.org
Stepping Stones Emergency Shelter,Nelson CARES Society,"816 Vernon Street, Nelson, BC V1L 4G4","816 Vernon Street, Nelson, BC",V1L 4G4,49.4933803,-117.2933785,"https://www.google.com/maps/search/?api=1&query=816+Vernon+Street,+Nelson,+BC+V1L+4G4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=816+Vernon+Street,+Nelson,+BC+V1L+4G4",https://nelsoncares.ca/portfolio-items/stepping-stones/?portfolioCats=9,24-hour emergency shelter offers 17 beds in five bunk-style bedrooms for adults of any gender.,"24-hour emergency shelter offers 17 beds in five bunk-style bedrooms for adults of any gender. Offers three daily meals, showers, and information and referral regarding other community services. Staff are on site 24 hours a day, seven days a week. Low-barrier shelter, drug and alcohol free; maximum stay 30 days. Serves the Kootenay region. Partially wheelchair accessible. Funded in part by BC Housing.",250-352-9876,N/A,steppingstones@nelsoncares.ca
Stevenson House,The Salvation Army - BC Division,"32 Elliot Street, New Westminster, BC V3L 2K1","32 Elliot Street, New Westminster, BC",V3L 2K1,49.20696205,-122.9025537684029,"https://www.google.com/maps/search/?api=1&query=32+Elliot+Street,+New+Westminster,+BC+V3L+2K1","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=32+Elliot+Street,+New+Westminster,+BC+V3L+2K1",https://salvation-army-stevenson-house.business.site,Year-round shelter provides up to 14 emergency shelter beds in dorm rooms for men 19 years and over.,"Year-round shelter provides up to 14 emergency shelter beds in dorm rooms for men 19 years and over. Not a drop-in shelter, as registration and intake is required; for bed availability and intake, call after 4 pm Monday to Friday. Provides three daily meals, case management services, and outreach to accompany and help clients connect to services. Clients can register to stay for up to 30 nights. 11 pm curfew is enforced. Shelter residents can access their bed for bed rest with approval by management. Alcohol- and drug-free premise. Accepts referral from self or other. Lockers are provided for storage of personal effects. Shelter is not wheelchair accessible, and cannot accommodate pets.",604-526-4783,N/A,sh-shelter@outlook.com
Stuart Lake Shelter and Support Society,N/A,"New Caledonia Motel, 167 Douglas Avenue,Fort St James, BC V0J 1P0","167 Douglas Avenue,Fort St James, BC",V0J 1P0,54.4462154,-124.2509444,"https://www.google.com/maps/search/?api=1&query=New+Caledonia+Motel,+167+Douglas+Avenue,Fort+St+James,+BC+V0J+1P0","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=New+Caledonia+Motel,+167+Douglas+Avenue,Fort+St+James,+BC+V0J+1P0",https://www.slsss.org,Provides seasonal low-barrier overnight emergency shelter on mats for 10 adults in five rooms.,Provides seasonal low-barrier overnight emergency shelter on mats for 10 adults in five rooms. Also offers an additional emergency space in the office. Serves daily meals. Personal belongings including substance use supplies must be stored in the office overnight. Pets cannot be accommodated. Not wheelchair accessible. Works in partnership with health care and RCMP services to assist people to shelter. Intake is first-come first-served from 7:30 pm to 9 pm. Checkout is between 8 am and 8:30 am. Nonprofit society.,778-978-7630,N/A,info@slsss.org
Stuart Wood School Shelter,Out of the Cold,"245 St Paul Street, Kamloops, BC V2C 2J2","245 St Paul Street, Kamloops, BC",V2C 2J2,50.67349475,-120.33536735729491,"https://www.google.com/maps/search/?api=1&query=245+St+Paul+Street,+Kamloops,+BC+V2C+2J2","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=245+St+Paul+Street,+Kamloops,+BC+V2C+2J2",https://www.outofthecoldkamloops.com,Provides 25 emergency overnight shelter beds operating seven days a week.,"Provides 25 emergency overnight shelter beds operating seven days a week. Guests at the shelters have access to daily warm meals, hygiene facilities, referral to health programming, and around the clock staff. Not wheelchair accessible. Pets are allowed, and there is some limited storage for carts. Intake is first-come, first-served. Hours are 8 pm to 8 am daily. Offered in partnership with BC Housing.",250-682-4945,N/A,N/A
Sumas Shelter,Lookout Housing and Health Society,"1821 Sumas Way, Abbotsford, BC V2S 4L5","1821 Sumas Way, Abbotsford, BC",V2S 4L5,49.035143149999996,-122.2681414839958,"https://www.google.com/maps/search/?api=1&query=1821+Sumas+Way,+Abbotsford,+BC+V2S+4L5","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=1821+Sumas+Way,+Abbotsford,+BC+V2S+4L5",https://lookoutsociety.ca,Year-round 24-hour shelter for adults of all genders ages 19 and over.,"Year-round 24-hour shelter for adults of all genders ages 19 and over. Provides 59 beds in individual rooms with shared common areas. Intake is by referral only; any community service provider can refer clients. This is not a low barrier shelter. Intakes are completed between 9 am and 5 pm unless pre-approved. Provides meals, snacks, clothing, showers, laundry, case planning, referrals to all community resources, hygiene supplies, and harm reduction supplies. Some units are wheelchair accessible. Can accommodate a limited number of pets. There is storage for bikes (guest needs to have their own bike lock), and space for no more than two large bags per guest; no carts.",604-334-4911,N/A,sumasshelter@lookoutsociety.ca
Surrey Urban Mission Temporary Shelter,Surrey Urban Mission Society (SUMS),"10776 King George Boulevard, Surrey, BC V3T 2X7","10776 King George Boulevard, Surrey, BC",V3T 2X7,49.1984658,-122.8449496,"https://www.google.com/maps/search/?api=1&query=10776+King+George+Boulevard,+Surrey,+BC+V3T+2X7","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=10776+King+George+Boulevard,+Surrey,+BC+V3T+2X7",https://www.sumsplace.ca/shelters,"A temporary, low-barrier emergency shelter provides 40 beds to self-identified men and women ages 19 and over.","A temporary, low-barrier emergency shelter provides 40 beds to self-identified men and women ages 19 and over. Services include meals, and blankets. 24-hour shelter with intake at 10 pm; intake is through Surrey Welcome Hub at 13545 King George Boulevard. Free beds are distributed on a lottery basis at 10 am and 10 pm every day. Pets are accepted if caged. No storage available.",604-581-5172,604-585-1023,info@sumsplace.ca
Surrey Welcome Hub (SWH),Surrey Urban Mission Society (SUMS),"13545 King George Boulevard, Surrey, BC V3T 2V1","13545 King George Boulevard, Surrey, BC",V3T 2V1,49.2001152,-122.8467366,"https://www.google.com/maps/search/?api=1&query=13545+King+George+Boulevard,+Surrey,+BC+V3T+2V1","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=13545+King+George+Boulevard,+Surrey,+BC+V3T+2V1",https://www.sumsplace.ca/shelters,Integrated community drop-in facility and 15-bed permanent shelter.,"Integrated community drop-in facility and 15-bed permanent shelter. Public washrooms and respite areas available 8 am to 11 pm daily. Shelter is for adults ages 19 and over. Wheelchair accessible, storage available. One pet is allowed in the shelter at a time. Shelter guests have access to meal, showers, harm reduction supplies, and overdose prevention site. Meals are served at 8 am to 9:30 am and 12 noon to 1:30 pm daily also welcome the community. Case work services available 8 am to 4 pm daily. Serves as intake for four shelters (Surrey Welcome Hub, SUMS Place, The Cove, and The Olive Branch). Intakes are at 10 am and 10 pm daily based on availability of beds. If beds are full and there are people waiting, a lottery system will be used at 10 am and 10 pm. Transportation then provided to respective shelter. The hub is open from 8 am to 4 pm and from 6 pm to 11 pm daily. Also provides Extreme Weather Response shelter beds from Nov 1st to April 1st, when temperatures are cold and/or there is extreme precipitation and an alert is called.",604-585-1023,N/A,info@sumsplace.ca
Temporary Shelter,Mission Community Services Society (MCSS),"Diamond Head Hotel, Mission, BC V2V 6C7","Diamond Head Hotel, Mission, BC",V2V 6C7,,,"https://www.google.com/maps/search/?api=1&query=Diamond+Head+Hotel,+Mission,+BC+V2V+6C7","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Diamond+Head+Hotel,+Mission,+BC+V2V+6C7",https://missioncommunityservices.com,Low-barrier shelter with 32 individual rooms for adults.,"Low-barrier shelter with 32 individual rooms for adults. Accepts couples. Offers three meals a day, and laundry. Provides access to harm reduction supplies, and an overdose prevention area onsite. Staff assist with accessing support services, income assistance, treatment, and housing. Accepts pets. Wheelchair accessible. Must fill out an application form available online or through Haven in the Hollow shelter. Staffed 24 hours. Funded by BC Housing.",604-556-6251,N/A,info@missionmcss.com
Temporary Shelter Program - Abbotsford,Cyrus Centre Ministries,"2616 Ware Street, Abbotsford, BC V2S 3E5","2616 Ware Street, Abbotsford, BC",V2S 3E5,49.0493151,-122.30417456128356,"https://www.google.com/maps/search/?api=1&query=2616+Ware+Street,+Abbotsford,+BC+V2S+3E5","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=2616+Ware+Street,+Abbotsford,+BC+V2S+3E5",https://cyruscentre.com/emergency-shelter,Emergency shelter offers 10 beds for young adults ages 19 to 24 of all genders.,"Emergency shelter offers 10 beds for young adults ages 19 to 24 of all genders. Access to dinner service is at 6 pm daily, and a breakfast club from 8 am to 9 am Monday to Friday. May access other services such as showers, clothing, snacks, advocacy, and referral to community agencies during the day by appointment. Shelter hours are 8 pm to 8 am daily. Intake is 24 hours a day; accepts referral from self or other.",604-859-5773,N/A,admin@cyruscentre.com
Temporary Shelter Program - Chilliwack,Cyrus Centre Ministries,"45845 Wellington Avenue, Chilliwack, BC V2P 2E1","45845 Wellington Avenue, Chilliwack, BC",V2P 2E1,49.1723735,-121.95566148913043,"https://www.google.com/maps/search/?api=1&query=45845+Wellington+Avenue,+Chilliwack,+BC+V2P+2E1","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=45845+Wellington+Avenue,+Chilliwack,+BC+V2P+2E1",https://cyruscentre.com/emergency-shelter,Emergency shelter offers nine beds for young adults ages 19 to 24 of all genders.,"Emergency shelter offers nine beds for young adults ages 19 to 24 of all genders. Access to dinner service is at 6 pm daily, and a breakfast club from 9 am to 10 am Monday to Friday. May access other services such as showers and laundry facilities, clothing, snacks, advocacy, and referral to community agencies during the day by appointment. Shelter hours are 8 pm to 8 am daily. Intake is 24 hours a day; accepts referral from self or other.",604-795-5773,N/A,admin@cyruscentre.com
Temporary Walton Shelter,Lookout Housing and Health Society,"261B East Hastings Street, Vancouver, BC V6A 1P2","261B East Hastings Street, Vancouver, BC",V6A 1P2,49.2815082,-123.0980106,"https://www.google.com/maps/search/?api=1&query=261B+East+Hastings+Street,+Vancouver,+BC+V6A+1P2","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=261B+East+Hastings+Street,+Vancouver,+BC+V6A+1P2",https://lookoutsociety.ca,"Provides low-barrier, overnight emergency housing on bunk beds and mats for 15 homeless adults of all genders, with separate spaces for men, women, and non-binary/non-gender conforming individuals.","Provides low-barrier, overnight emergency housing on bunk beds and mats for 15 homeless adults of all genders, with separate spaces for men, women, and non-binary/non-gender conforming individuals. Services include breakfast at 5 am, snacks and beverages from 3:30 pm to 7 pm, and dinner at 7 pm. Also provides information and referral to community services. Storage space is limited; with no lockers or storage spaces, residents are limited to what can be on or under a bed; bikes and carts may be accommodated depending on availability of space. Pets are allowed; cats must be in a cat carrier, and dogs must be leashed, with their person at all times, and well behaved. Zero tolerance for drugs or alcohol use on the property. People may be admitted when intoxicated, but cannot use on the premises. Line up starts at 4 pm to be on list, and beds are allocated on a first-come, first-served basis at 7 pm. Last intake is by 9 pm, unless an individual on the list doesn't show by 10 pm curfew time. Referral accepted from self or other. Guest hours are 4 pm to 6 am, and shelter office hours are 3 pm to 7 am. No prescribed maximum stay. Shelter has limited wheelchair accessibility due to a front step, but is accessible for anyone that can navigate that front step and function independently. Funded by BC Housing.",604-688-9129 Local 104,N/A,N/A
Temporary Winter Shelter - Hope,Hope and Area Transition Society,"650 Old Hope Princeton Highway, Hope, BC V0X 1L4","650 Old Hope Princeton Highway, Hope, BC",V0X 1L4,,,"https://www.google.com/maps/search/?api=1&query=650+Old+Hope+Princeton+Highway,+Hope,+BC+V0X+1L4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=650+Old+Hope+Princeton+Highway,+Hope,+BC+V0X+1L4",https://hopetransition.org/emergency-shelter-program,A 20-bed trailer that acts as a temporary winter shelter open from November to March 31st for adults of any gender age 19 and older; 24-hour intake.,"A 20-bed trailer that acts as a temporary winter shelter open from November to March 31st for adults of any gender age 19 and older; 24-hour intake. Support services include assistance with income application forms, substance use services, access to Integrated Homelessness Action Response Teams (IHART), and referrals to mental health services and health professionals. Also provides homeless outreach services. Office hours are 9 am to 4 pm Monday to Friday. Funded by BC Housing.",604-869-7574,604-869-5111,info@hopetransition.org
The Beacon Shelter,The Salvation Army - BC Division,"108 East Hastings Street, Vancouver, BC V6A 1N4","108 East Hastings Street, Vancouver, BC",V6A 1N4,49.2812646,-123.0727522,"https://www.google.com/maps/search/?api=1&query=108+East+Hastings+Street,+Vancouver,+BC+V6A+1N4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=108+East+Hastings+Street,+Vancouver,+BC+V6A+1N4",https://www.vancouverharbourlightsa.ca/shelters,"Emergency shelter for 66 men (cisgender and transgender), open 24-hours, year-round.","Emergency shelter for 66 men (cisgender and transgender), open 24-hours, year-round. Intake hours are 8 am to 11 pm; guests are assessed at the door for access to the shelter. No reservations. Registered men must return by 10:30 pm bed check to keep their place. Behaviour-based, low-barrier shelter, with no alcohol or drug use on site. Offers access to housing support, case management, social programs, a computer lab, and healthcare. Lockers provided for storage of limited personal possessions; no storage for bikes or carts. Pets cannot be accommodated. Not wheelchair accessible.",604-646-6846,N/A,beacon@harbourlightbc.com
The Cove Transitional Shelter,Surrey Urban Mission Society (SUMS),"10607 King George Boulevard, Surrey, BC V3T 2X6","10607 King George Boulevard, Surrey, BC",V3T 2X6,49.1953869,-122.8456275,"https://www.google.com/maps/search/?api=1&query=10607+King+George+Boulevard,+Surrey,+BC+V3T+2X6","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=10607+King+George+Boulevard,+Surrey,+BC+V3T+2X6",https://www.sumsplace.com,"Year-round, low-barrier, 24-hour shelter providing 14 beds to self-identified women and 28 beds to self-identified men ages 19 and over.","Year-round, low-barrier, 24-hour shelter providing 14 beds to self-identified women and 28 beds to self-identified men ages 19 and over. Bunk beds are separated into two dorms, one for women and one for men. Intake through the Surrey Welcome Hub (13545 King George Boulevard) at 10 am and 10 pm. Provides meals, showers, laundry, limited storage, access to harm reduction support, and access to an overdose prevention site. Pets can be accommodated (some restrictions may apply). Wheelchair accessible.",778-368-2374,604-585-1023,info@sumsplace.ca
The Crosswalk Shelter,The Salvation Army - BC Division,"108 East Hastings Street, Vancouver, BC V6A 1N4","108 East Hastings Street, Vancouver, BC",V6A 1N4,49.2812646,-123.0727522,"https://www.google.com/maps/search/?api=1&query=108+East+Hastings+Street,+Vancouver,+BC+V6A+1N4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=108+East+Hastings+Street,+Vancouver,+BC+V6A+1N4",https://www.vancouverharbourlightsa.ca/shelters,Provides 24-hour emergency accommodation in bunk beds for 36 adult men.,"Provides 24-hour emergency accommodation in bunk beds for 36 adult men. Intake is from 8 am to 11:30 pm; guests are assessed at the door for access to the shelter. No reservations. Behaviour-based, low-barrier shelter, with no alcohol or drug use on the premises. Sandwiches and snack provided on intake, and coffee and bagged lunch provided in the morning. Shelter staff offer information and referral, first aid, and support. Pets cannot be accommodated. No storage space for carts or bicycles. Not wheelchair accessible. Curfew is at 10:30 pm.",604-646-6875,N/A,crosswalk@harbourlightbc.com
The Emergency Youth Shelter,Boys and Girls Clubs of the Okanagan (BGC Okanagan),"Downtown Youth Centre, 1633 Richter Street,Kelowna, BC V1Y 9T7","1633 Richter Street,Kelowna, BC",V1Y 9T7,49.8852352,-119.4882751,"https://www.google.com/maps/search/?api=1&query=Downtown+Youth+Centre,+1633+Richter+Street,Kelowna,+BC+V1Y+9T7","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Downtown+Youth+Centre,+1633+Richter+Street,Kelowna,+BC+V1Y+9T7",https://www.bgco.ca,"Provides temporary, short-term, overnight, emergency housing to youth of all genders ages 13 to 24 years old.","Provides temporary, short-term, overnight, emergency housing to youth of all genders ages 13 to 24 years old. Meets basic needs, and supports youth to access alternate housing resources before accepting guests. Exemption required for youth between 19 and 24 years of age; management approvals are during business hours. Shelter hours are 8 pm to 7 am.",250-868-8541 Local 1,N/A,shelter@bgco.ca
The Gathering Place Shelter,City of Vancouver,"609 Helmcken Street, Vancouver, BC V6B 5R1","609 Helmcken Street, Vancouver, BC",V6B 5R1,49.2777635,-123.123614,"https://www.google.com/maps/search/?api=1&query=609+Helmcken+Street,+Vancouver,+BC+V6B+5R1","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=609+Helmcken+Street,+Vancouver,+BC+V6B+5R1",https://vancouver.ca/parks-recreation-culture/gathering-place-overnight-shelter.aspx,Low-barrier shelter that provides 34 mats for people of all gender expressions age 18 and over.,"Low-barrier shelter that provides 34 mats for people of all gender expressions age 18 and over. Sign up starts at 8:30 pm, curfew is at 11 pm; any remaining mats are assigned at that time. Zero tolerance for substance use or violence; accepts intoxicated individuals on condition of good behaviour. A meal ticket is given out daily and available for $2.75 to access a hot meal (lunch or dinner) at The Gathering Place; breakfast and snacks are provided. Access to showers and laundry are available during regular centre hours between 9 am to 5:30 pm daily, and personal care items and clothing are provided. There is a small locker to store personal belongings during the day. No carts. Also offers advocacy support, referrals, and follow-up services. Accepts pets (dogs and cats only). Wheelchair accessible. Funded by BC Housing.",604-257-3846,604-665-2391,N/A
The Haven Shelter,The Salvation Army - BC Division,"108 East Hastings Street, Vancouver, BC V6A 1N4","108 East Hastings Street, Vancouver, BC",V6A 1N4,49.2812646,-123.0727522,"https://www.google.com/maps/search/?api=1&query=108+East+Hastings+Street,+Vancouver,+BC+V6A+1N4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=108+East+Hastings+Street,+Vancouver,+BC+V6A+1N4",https://www.vancouverharbourlightsa.ca/shelters,"Emergency shelter for 34 men (cisgender and transgender), open 24 hours, year-round.","Emergency shelter for 34 men (cisgender and transgender), open 24 hours, year-round. Intake hours are 8 am to 11 pm; guests are assessed at the door for access to the shelter. No reservations. Behaviour-based, low-barrier shelter, with no alcohol or drug use on site. Registered guests must return by 10:30 pm to keep their place. Offers access to housing support, case management, social programs, computer lab, and healthcare. Lockers provided for storage of limited personal possessions; no storage for bikes or carts. Pets cannot be accommodated. Wheelchair accessible.",604-646-6806,N/A,haven@harbourlightbc.com
The Osborn,PHS Community Services Society,"27 West Hastings Street, Vancouver, BC V6B 1G4","27 West Hastings Street, Vancouver, BC",V6B 1G4,49.2899562,-123.126708,"https://www.google.com/maps/search/?api=1&query=27+West+Hastings+Street,+Vancouver,+BC+V6B+1G4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=27+West+Hastings+Street,+Vancouver,+BC+V6B+1G4",https://www.phs.ca/locations/the-osborn,"24-hour, low-barrier shelter providing eight secure women-identified sheltering spaces, and 52 co-ed sheltering spaces; couples are welcome.","24-hour, low-barrier shelter providing eight secure women-identified sheltering spaces, and 52 co-ed sheltering spaces; couples are welcome. Provides three meals daily as well as case planning that focuses on transitioning guests from being homeless to being housed. Includes a medical clinic space for in-reach programming and on-site support services, links to off-site services, and a safe consumption area. Provides individual lockers for secure storage of personal items, and secure storage for carts and bicycles. Wheelchair accessible. Accepts pets. Intake waitlist is at 12 noon; priority intake is for those in person at 5 pm.",604-681-2806 Local 0,N/A,N/A
The Sisterhood,Atira Women's Resource Society,"342 Alexander Street, Vancouver, BC V6A 1C3","342 Alexander Street, Vancouver, BC",V6A 1C3,49.2835107,-123.103694,"https://www.google.com/maps/search/?api=1&query=342+Alexander+Street,+Vancouver,+BC+V6A+1C3","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=342+Alexander+Street,+Vancouver,+BC+V6A+1C3",N/A,A temporary low-barrier shelter with a safe injection onsite that provides up to 21 beds for self-identified women.,"A temporary low-barrier shelter with a safe injection onsite that provides up to 21 beds for self-identified women. Includes three meals a day and snacks. No cart storage; some storage is available for personal belongings. Free laundry services are available next door. Wheelchair accessible. Pets are accepted, but with restrictions. Open 24 hours a day, seven days a week.",604-681-7916,N/A,thesisterhood@atira.bc.ca
